Sr. No.,CompanyName,BSECode
3875,Supreme Tex Mart Ltd.,531934
3876,Surabhi Chemicals & Investments Ltd.,512311
3877,Suraj Ltd.-$,531638
3878,Suraj Products Ltd.,518075
3879,Surana Corporation Ltd.,531102
3880,Surana Industries Ltd.,513597
3881,Surana Solar Limited,533298
3882,Surana Telecom And Power Limited,517530
3883,Surat Textile Mills Ltd.,530185
3884,Surya India Ltd,539253
3885,Surya Industrial Corporation Ltd.,531262
3886,Surya Marketing Ltd,538575
3887,Surya Pharmaceutical Ltd.,532516
3888,Surya Roshni Ltd.,500336
3889,Suryaamba Spinning Mills Ltd.,533101
3890,Suryachakra Power Corporation Ltd.,532874
3891,Suryajyoti Spinning Mills Ltd.-$,521022
3892,Suryakripa Finance Ltd.,511185
3893,Suryalakshmi Cotton Mills Ltd.,521200
3894,Suryalata Spinning Mills Ltd.-$,514138
3895,Suryavanshi Spinning Mills Ltd.-$,514140
3896,Suryo Foods & Industries Ltd.,519604
3897,Suryodaya Investment & Trading Company Ltd.,501178
3898,Sutlej Textiles & Industries Ltd.,532782
3899,Suven Life Sciences Ltd.,530239
3900,Suvidha Infraestate Corporation Limited,531640
3901,Suyog Telematics Ltd,537259
3902,Suzlon Energy Ltd.,532667
3903,Sva India Ltd.,531885
3904,Svam Software Ltd.,523722
3905,Svaraj Trading & Agencies Ltd.,503624
3906,Svc Resources Limited,512449
3907,Svc Superchem Ltd.,524488
3908,Svogl Oil Gas And Energy Ltd-$,522175
3909,Svp Global Ventures Ltd.,505590
3910,Sw Investments Ltd,503659
3911,Swadeshi Industries Leasing Co.ltd.,506863
3912,Swadeshi Polytex Ltd.,503816
3913,Swagruha Infrastructure Ltd.,531909
3914,Swagtam Trading & Services Ltd,539406
3915,Swan Energy Ltd.,503310
3916,Swaraj Automotives Ltd,539353
3917,Swaraj Engines Ltd.,500407
3918,Swarna Securities Ltd.,531003
3919,Swarnajyothi Agrotech & Power Limited-$,590090
3920,Swarnsarita Gems Ltd,526365
3921,Swasti Vinayaka Art And Heritage Corporation Ltd,512257
3922,Swasti Vinayaka Synthetics Ltd.,510245
3923,Swastik Safe Deposit & Investments Ltd.,501386
3924,Swastika Investmart Ltd.,530585
3925,Swelect Energy Systems Limited-$,532051
3926,Swiss Glascoat Equipments Ltd.,522215
3927,Switching Technologies Gunther Ltd.,517201
3928,Sword-edge Commercials Limited,512359
3929,Sybly Industries Ltd.-$,531499
3930,Sylph Technologies Ltd.,511447
3931,Symbiox Investment & Trading Company Ltd,539278
3932,Symphony Limited,517385
3933,Syncom Formulations (india) Ltd.-$,524470
3934,Syncom Healthcare Ltd,533157
3935,Syndicate Bank,532276
3936,Synergy Bizcon Ltd,539143
3937,Synergy Cosmetics (exim) Ltd.,531115
3938,Syngene International Ltd,539268
3939,Synthiko Foils Ltd.,513307
3940,Syschem (india) Ltd.,531173
3941,Systematix Corporate Services Ltd.,526506
3942,Systematix Securities Ltd.,531432
3943,T & I Global Ltd.,522294
3944,T D Power Systems Ltd.,533553
3945,T T Ltd.-$,514142
3946,T.spiritual World Ltd.,532444
3947,Taaza International Ltd,537392
3948,Tai Industries Ltd.-$,519483
3949,Tainwala Chemicals & Plastics (india) Ltd.,507785
3950,Tajgvk Hotels & Resorts Ltd.,532390
3951,Take Solutions Ltd.,532890
3952,Taksheel Solutions Ltd.,533639
3953,Talbros Automotive Components Ltd.,505160
3954,Talbros Engineering Ltd,538987
3955,Talwalkars Better Value Fitness Ltd,533200
3956,Tamboli Capital Ltd.,533170
3957,Tamil Nadu Newsprint & Papers Ltd.,531426
3958,Tamilnadu Jaibharat Mills Ltd.,521038
3959,Tamilnadu Petroproducts Ltd.,500777
3960,Tamilnadu Steel Tubes Ltd.,513540
3961,Tamilnadu Telecommunications Ltd.,523419
3962,Taneja Aerospace & Aviation Ltd.-$,522229
3963,Tanfac Industries Ltd.-$,506854
3964,Tanla Solutions Ltd.,532790
3965,Tantia Constructions Ltd.,532738
3966,Taparia Tools Ltd.,505685
3967,Tara Jewels Ltd.,534756
3968,Tarai Foods Ltd.,519285
3969,Tarang Projects & Consultant Ltd,538287
3970,Tarapur Transformers Ltd,533203
3971,Tarini International Ltd,538496
3972,Tarmat Ltd.,532869
3973,Tarrif Cine & Finance Ltd.,512221
3974,Tashi India Ltd.,512271
3975,Tasty Bite Eatables Ltd.,519091
3976,Tata Chemicals Ltd.,500770
3977,Tata Coffee Ltd.,532301
3978,Tata Communications Ltd.,500483
3979,Tata Consultancy Services Ltd.,532540
3980,Tata Elxsi Ltd.,500408
3981,Tata Global Beverages Limited,500800
3982,Tata Investment Corporation Ltd.,501301
3983,Tata Metaliks Ltd.,513434
3984,Tata Motors Ltd - Dvr,570001
3985,Tata Motors Ltd.,500570
3986,Tata Power Co.ltd.,500400
3987,Tata Sponge Iron Ltd.,513010
3988,Tata Steel Ltd.,500470
3989,Tata Teleservices (maharashtra) Ltd.,532371
3990,Tatia Global Vennture Ltd.,521228
3991,Tavernier Resources Limi,531190
3992,Tayo Rolls Ltd.-$,504961
3993,Tcfc Finance Ltd.,532284
3994,Tci Developers Ltd.,533393
3995,Tci Finance Ltd.,501242
3996,Tci Industries Ltd.,532262
3997,Tcm Ltd.,524156
3998,Tcpl Packaging Ltd.-$,523301
3999,Tech Mahindra Ltd.,532755
4000,Techindia Nirman Limited,526576
4001,Techno Electric And Engineering Co. Ltd.,533281
4002,Techno Forge Ltd.,522142
4003,Technocraft Industries (india) Ltd.,532804
4004,Technofab Engineering Limited,533216
4005,Technvision Ventures Ltd.,501421
4006,Techtran Polylenses Ltd.,523455
4007,Techtrek India Ltd.,513153
4008,Tecpro Systems Ltd.,533266
4009,Teesta Agro Industries Ltd.,524204
4010,Tej Infoways Ltd,538793
4011,Tejnaksh Healthcare Ltd,539428
4012,Tentiwala Metal Products Ltd,537119
4013,Tera Software Ltd.,533982
4014,Terai Tea Co.ltd.,530533
4015,Terraform Magnum Ltd.,506162
4016,Terraform Realstate Limited,512157
4017,Terruzzi Fercalx India Limited,522080
4018,Texmaco Infrastructure & Holdings Ltd.,505400
4019,Texmaco Rail & Engineering Ltd.,533326
4020,Texmo Pipes & Products Ltd.,533164
4021,Texplast Industries Ltd.,530635
4022,Tgb Banquets And Hotels Ltd.,532845
4023,Thacker & Co.ltd.,509945
4024,Thakkers Developers Ltd.,526654
4025,Thakral Services (india) Ltd.,509015
4026,Thambbi Modern Spinning Mills Ltd.,514484
4027,Thana Electric Supply Co.ltd.,501756
4028,Thangamayil Jewellery Ltd,533158
4029,The Byke Hospitality Ltd.,531373
4030,The Hi-tech Gears Ltd,522073
4031,The Phoenix Mills Ltd,503100
4032,The Ramco Cements Limited,500260
4033,Themis Medicare Ltd.,530199
4034,Thermax Ltd.,500411
4035,Thirani Projects Ltd,538464
4036,Thirdwave Financial Intermediaries Ltd.,531652
4037,Thiru Arooran Sugars Ltd.,507450
4038,Thirumalai Chemicals Ltd.,500412
4039,Thomas Cook (india) Ltd.,500413
4040,Thomas Scott (india) Limited,533941
4041,Tide Water Oil (india) Ltd.,590005
4042,Tiger Logistics (india) Ltd,536264
4043,Tijaria Polypipes Ltd.,533629
4044,Til Ltd.,505196
4045,Tilak Ventures Ltd,503663
4046,Tilaknagar Industries Ltd.-$,507205
4047,Timbor Home Ltd.,533444
4048,Time Technoplast Ltd.,532856
4049,Times Guaranty Ltd.,511559
4050,Timex Group India Ltd.-$,500414
4051,Timken India Ltd.,522113
4052,Tinna Rubber And Infrastructure Limited,530475
4053,Tinplate Company Of India Ltd.,504966
4054,Tips Industries Ltd.,532375
4055,Tirupati Fincorp Ltd,539008
4056,Tirupati Foam Ltd.-$,590035
4057,Tirupati Industries (india) Ltd.,531547
4058,Tirupati Inks Ltd.,533258
4059,Tirupati Sarjan Ltd.,531814
4060,Tirupati Starch & Chemicals Ltd.,524582
4061,Tirupati Tyres Ltd,539040
4062,Titagarh Wagons Ltd.,532966
4063,Titan Biotech Ltd.,524717
4064,Titan Company Limited,500114
4065,Titan Securities Ltd.,530045
4066,Titan Trading & Agencies Ltd.,504353
4067,Tivoli Construction Ltd.,511096
4068,Tobu Enterprises Ltd.,531035
4069,Todays Writing Instruments Ltd,531830
4070,Toheal Pharmachem Ltd.,531910
4071,Tokyo Finance Ltd.,531644
4072,Tokyo Plast International Ltd.,500418
4073,Torrent Cables Ltd.,523856
4074,Torrent Pharmaceuticals Ltd.,500420
4075,Torrent Power Ltd.,532779
4076,Total Exports Ltd.,523878
4077,Tourism Finance Corporation Of India Ltd.,526650
4078,Towa Sokki Ltd.,531771
4079,Tpl Plastech Ltd.,526582
4080,Trade Wings Ltd.,509953
4081,Trans Asia Corporation Ltd.,530783
4082,Trans Medicare Ltd.,524484
4083,Trans-freight Containers Ltd.,513063
4084,Transchem Ltd.-$,500422
4085,Transcorp International Ltd.,532410
4086,Transformers And Rectifiers (india) Ltd.,532928
4087,Transgene Biotek Ltd.,526139
4088,Transglobe Foods Ltd.,519367
4089,Transoceanic Properties Ltd.,509003
4090,Transpek Industry Ltd.-$,506687
4091,Transport Corporation Of India Ltd.,532349
4092,Transwarranty Finance Ltd.,532812
4093,Trc Financial Services Ltd.,511730
4094,Tree House Education & Accessories Ltd.,533540
4095,Trend Electronics Ltd.-$,517228
4096,Trent Ltd.,500251
4097,Trf Ltd.-$,505854
4098,Tribhovandas Bhimji Zaveri Ltd.,534369
4099,Tribhuvan Housing Ltd.,531703
4100,Tricom Fruit Products Limited,531716
4101,Tricom India Ltd.-$,531675
4102,Trident Ltd.,521064
4103,Trident Tools Ltd.,531972
4104,Trigyn Technologies Ltd.,517562
4105,Trijal Industries Ltd.,531658
4106,Trilogic Digital Media Ltd.,531712
4107,Trimurthi Ltd,536565
4108,Trinethra Infra Ventures Ltd.-$,590091
4109,Trinetra Cement Ltd.,513428
4110,Trinity League India Ltd.,531846
4111,Trinity Tradelink Limited,512417
4112,Trio Mercantile & Trading Ltd.,534755
4113,Triochem Products Ltd.,512101
4114,Trishakti Electronics & Industries Ltd.,531279
4115,Triton Corp.ltd.,523387
4116,Triton Valves Ltd.,505978
4117,Triveni Engineering & Industries Ltd.,532356
4118,Triveni Enterprises Ltd,538569
4119,Triveni Glass Ltd.-$,502281
4120,Triveni Turbine Ltd.,533655
4121,Tsl Industries Ltd.,531659
4122,Tti Enterprise Ltd,538597
4123,Ttk Healthcare Ltd.-$,507747
4124,Ttk Prestige Ltd.,517506
4125,Tube Investments Of India Ltd.,504973
4126,Tulasee Bio-ethanol Ltd.,524514
4127,Tulip Star Hotels Ltd.-$,531088
4128,Tulip Telecom Ltd.,532691
4129,Tulive Developers Limited,505285
4130,Tulsi Extrusions Ltd.,532948
4131,Tulsyan Nec Ltd.-$,513629
4132,Tumus Electric Corporation Ltd.,504273
4133,Tuni Textile Mills Ltd.,531411
4134,Turbotech Engineering Ltd.,504358
4135,Tuticorin Alkali Chemicals & Fertilisers Ltd.,506808
4136,Tutis Technologies Ltd.-$,532311
4137,Tv Today Network Ltd.,532515
4138,Tv18 Broadcast Ltd.,532800
4139,Tvs Electronics Ltd.,532513
4140,Tvs Motor Company Ltd.,532343
4141,Tvs Srichakra Ltd.-$,509243
4142,Twentyfirst Century Management Services Ltd.,526921
4143,Twilight Litaka Pharma Ltd.-$,506985
4144,Twin Roses Trades & Agencies Ltd.,512117
4145,Twinstar Industries Limited,531917
4146,Tyche Industries Ltd.,532384
4147,Typhoon Holdings Ltd.,512307
4148,Tyroon Tea Co.ltd.,526945
4149,U.g.hotels And Resorts Ltd.,526463
4150,U.p.hotels Ltd.,509960
4151,Ub Engineering Ltd.,509992
4152,Ucal Fuel Systems Ltd.,500464
4153,Uco Bank,532505
4154,Udaipur Cement Works Ltd.,530131
4155,Uflex Ltd.,500148
4156,Ufo Moviez India Ltd,539141
4157,Ugar Sugar Works Ltd.-$,530363
4158,Ujaas Energy Limited,533644
4159,Ultracab (india) Ltd,538706
4160,Ultramarine & Pigments Ltd.-$,506685
4161,Ultratech Cement Ltd.,532538
4162,Umang Dairies Ltd.,500231
4163,Ums Technologies Ltd.,530937
4164,Uni Abex Alloy Products Ltd.,504605
4165,Unichem Laboratories Ltd.,506690
4166,Unijolly Investments Co.ltd.,503671
4167,Unimers India Ltd.,524264
4168,Unimin India Ltd.,530321
4169,Unimode Overseas Ltd.,512595
4170,Union Bank Of India,532477
4171,Union Quality Plastics Ltd.,526799
4172,Uniphos Enterprises Ltd.,500429
4173,Uniply Industries Ltd.,532646
4174,Unique Organics Ltd.,530997
4175,Uniroyal Industries Ltd.,521226
4176,Uniroyal Marine Exports Ltd.,526113
4177,Unishire Urban Infra Ltd,537582
4178,Unison Metals Ltd,538610
4179,Unistar Multimedia Ltd.,532035
4180,Unisys Softwares & Holding Industries Ltd.,531831
4181,Unitech International Ltd.,531867
4182,Unitech Ltd.,507878
4183,United Bank Of India,533171
4184,United Breweries (holdings) Ltd.,507458
4185,United Breweries Ltd.-$,532478
4186,United Credit Ltd.,531091
4187,United Drilling Tools Ltd.,522014
4188,United Interactive Ltd.,502893
4189,United Spirits Ltd.,532432
4190,United Textiles Ltd.,521188
4191,United Van Der Horst Ltd.,522091
4192,Unity Infraprojects Ltd.,532746
4193,Universal Arts Ltd.,532378
4194,Universal Autofoundry Ltd,539314
4195,Universal Cables Ltd.,504212
4196,Universal Credit & Securities Ltd.,531963
4197,Universal Office Automation Ltd.,523519
4198,Universal Prime Aluminium Ltd.,504673
4199,Universal Starch-chem Allied Ltd.,524408
4200,Uniworth Ltd.,514144
4201,Uniworth Securities Ltd.,512408
4202,Unjha Formulations Ltd.,531762
4203,Unno Industries Ltd.,519273
4204,Upasana Finance Ltd.,511764
4205,Upl Limited,512070
4206,Upper Ganges Sugar & Industries Ltd.,530505
4207,Upsurge Investment & Finance Ltd.,531390
4208,Urja Global Ltd.,526987
4209,Usg Tech Solutions Ltd.,532402
4210,Usha Martin Education & Solutions Limited,532398
4211,Usha Martin Ltd.,517146
4212,Ushakiran Finance Ltd.,511507
4213,Ushdev International Ltd.,511736
4214,Usher Agro Ltd.,532765
4215,Ut Ltd.,526879
4216,Uti Nifty Etf,539313
4217,Uti- Sensex Etf,539312
4218,Utl Industries Limited,500426
4219,Uttam Galva Steels Ltd.,513216
4220,Uttam Sugar Mills Ltd.,532729
4221,Uttam Value Steels Ltd.,500254
4222,Uv Boards Ltd.,526957
4223,V B Industries Ltd,539123
4224,V R Woodart Ltd.,523888
4225,V-guard Industries Ltd.,532953
4226,V-mart Retail Ltd.,534976
4227,V.b.desai Financial Services Ltd.,511110
4228,V.i.p.industries Ltd.-$,507880
4229,V.s.t.tillers Tractors Ltd.-$,531266
4230,V2 Retail Ltd.,532867
4231,Va Tech Wabag Ltd.,533269
4232,Vaarad Ventures Ltd,532320
4233,Vadilal Enterprises Ltd.,519152
4234,Vadilal Industries Ltd.-$,519156
4235,Vaghani Techno-build Ltd.,531676
4236,Vaibhav Global Ltd,532156
4237,Vaishnavi Gold Limited-$,590111
4238,Vaishno Cement Co.ltd.,526941
4239,Vakrangee Limited-$,511431
4240,Vaksons Automobiles Ltd,539402
4241,Valecha Engineering Ltd.-$,532389
4242,Valiant Communications Ltd.-$,526775
4243,Vallabh Poly-plast International Ltd.,530403
4244,Vallabh Steels Ltd.-$,513397
4245,Valson Industries Ltd.-$,530459
4246,Value Industries Ltd.,500945
4247,Valuemart Info Technologies Ltd.,532338
4248,Valuemart Retail Solutions Ltd,511114
4249,Vama Industries Ltd.,512175
4250,Vamshi Rubber Ltd.,530369
4251,Vanasthali Textile Industries Ltd.-$,521046
4252,Vandana Knitwear Ltd.,532090
4253,Vani Commercials Ltd,538918
4254,Vantage Corporate Services Ltd.,530109
4255,Vapi Paper Mills Ltd.,502589
4256,Vardhaman Laboratories Ltd.,524796
4257,Vardhman Concrete Limited,531444
4258,Vardhman Holdings Ltd.,500439
4259,Vardhman Industries Ltd.-$,513534
4260,Vardhman Polytex Ltd.,514175
4261,Vardhman Special Steels Ltd.,534392
4262,Vardhman Textiles Ltd.,502986
4263,Varun Industries Ltd.,532917
4264,Varun Mercantile Ltd.,512511
4265,Varun Shipping Co.ltd.,500465
4266,Vas Infrastructure Ltd.,531574
4267,Vascon Engineers Ltd,533156
4268,Vasundhara Rasayans Ltd,538634
4269,Vaswani Industries Ltd.,533576
4270,Vax Housing Finance Corporation Ltd.,531650
4271,Vbc Ferro Alloys Ltd.-$,513005
4272,Vbc Industries Ltd.,524310
4273,Vccl Ltd.,522015
4274,Vck Capital Market Services Ltd.,511493
4275,Vcu Data Management Ltd,536672
4276,Vedanta Limited,500295
4277,Vedavaag Systems Ltd.,533056
4278,Veejay Lakshmi Engineering Works Ltd.-$,522267
4279,Veer Energy & Infrastructure Ltd.,503657
4280,Veerhealth Care Limited,511523
4281,Vegetable Products Ltd,539132
4282,Velan Hotels Ltd.,526755
4283,Veljan Denison Limited,505232
4284,Venkat Pharma Ltd.,532093
4285,Venky's (india) Ltd.,523261
4286,Venlon Enterprises Ltd.,524038
4287,Venmax Drugs And Pharmaceuticals Ltd,531015
4288,Ventura Textiles Ltd.,516098
4289,Venus Power Ventures (india) Ltd.,531874
4290,Venus Remedies Ltd.,526953
4291,Venus Universal Ltd.,530769
4292,Veritas (india) Ltd.,512229
4293,Vertex Securities Ltd.,531950
4294,Vertex Spinning Ltd.,531544
4295,Vertical Industries Ltd,515099
4296,Vesuvius India Ltd.,520113
4297,Veto Switchgears And Cables Ltd,539331
4298,Vhcl Industries Ltd.,522233
4299,Viaan Industries Ltd,537524
4300,Vibrant Global Capital Ltd,538732
4301,Vibros Organics Ltd.,530487
4302,Viceroy Hotels Ltd.,523796
4303,Victoria Enterprises Ltd.,506103
4304,Victoria Mills Ltd.,503349
4305,Vidarbha Iron & Steel Corporation Ltd.,504991
4306,Videocon Industries Ltd.,511389
4307,Vidhi Dyestuffs Manufacturing Ltd.-$,531717
4308,Vijay Shanthi Builders Ltd.,523724
4309,Vijay Solvex Ltd.,531069
4310,Vijay Textiles Ltd.,530151
4311,Vijaya Bank,532401
4312,Viji Finance Ltd,537820
4313,Vikalp Securities Ltd.,531334
4314,Vikas Ecotech Ltd,530961
4315,Vikas Granaries Ltd.,531518
4316,Vikas Wsp Ltd.,519307
4317,Vikram Thermo (india) Ltd.,530477
4318,Viksit Engineering Ltd.,506196
4319,Vimal Oil & Foods Ltd.-$,519373
4320,Vimta Labs Ltd.-$,524394
4321,Vinaditya Trading Co.ltd.,504380
4322,Vinati Organics Ltd.-$,524200
4323,Vinayak Polycon International Ltd.,534639
4324,Vindhya Telelinks Ltd.,517015
4325,Vintage Securities Ltd.,531051
4326,Vintron Informatics Ltd.,517393
4327,Vinyl Chemicals (india) Ltd.,524129
4328,Vinyoflex Ltd.,530401
4329,Vippy Industries Ltd.,519039
4330,Vippy Spinpro Ltd.,514302
4331,Vipul Dye Chem Ltd.,530627
4332,Vipul Ltd.,511726
4333,Virat Crane Industries Ltd.,519457
4334,Virat Industries Ltd.,530521
4335,Virat Leasing Ltd,539167
4336,Virgo Global Media Limited,532354
4337,Virinchi Ltd,532372
4338,Virtual Global Education Ltd.,534741
4339,Virtualsoft Systems Ltd.,531126
4340,Visa Steel Ltd.,532721
4341,Visagar Financial Services Ltd.,531025
4342,Visagar Polytex Ltd.,506146
4343,Visaka Industries Ltd.,509055
4344,Visesh Infotecnics Ltd.,532411
4345,Vishal Bearings Ltd,539398
4346,Vishal Fabrics Ltd,538598
4347,Vishal Malleables Ltd.,505930
4348,Vishnu Chemicals Ltd.,516072
4349,Vishnu Sugar Mills Ltd.,507405
4350,Vishvjyoti Trading Ltd.,512067
4351,Vishvprabha Trading Ltd.,512064
4352,Vishwamitra Financial Services Limited,511361
4353,Vision Cinemas Ltd.,526441
4354,Vision Corporation Ltd.,531668
4355,Vista Pharmaceuticals Ltd.,524711
4356,Visu International Ltd.-$,590038
4357,Vitan Agro Industries Ltd,538548
4358,Vivanza Biosciences Ltd,530057
4359,Vivid Global Industries Ltd.,524576
4360,Vivimed Labs Ltd.,532660
4361,Vivo Bio Tech Ltd.,511509
4362,Vjtf Eduservices Ltd.,509026
4363,Vkj Infradevelopers Ltd,536128
4364,Vks Projects Ltd.,534567
4365,Vls Finance Ltd.,511333
4366,Vms Industries Ltd.,533427
4367,Vmv Holidays Ltd,539222
4368,Voith Paper Fabrics India Ltd.-$,522122
4369,Volant Textile Mills Ltd.,531865
4370,Voltaire Leasing & Finance Ltd.,509038
4371,Voltamp Transformers Ltd.,532757
4372,Voltas Ltd.,500575
4373,Vora Constructions Ltd.,512215
4374,Vrl Logistics Ltd,539118
4375,Vsf Projects Ltd.,519331
4376,Vst Industries Ltd.,509966
4377,Vtm Ltd.,532893
4378,Vtx Industries Limited,532824
4379,Vxl Instruments Ltd.,517399
4380,Vyapar Industries Ltd.,506142
4381,Vybra Automet Ltd.-$,520003
4382,W W Technology Holdings Ltd.,505583
4383,W.h.brady & Co.ltd.,501391
4384,W.s.industries (india) Ltd.-$,504220
4385,Wabco India Ltd.,533023
4386,Wadala Commodities Ltd.,519035
4387,Wagend Infra Venture Limited,503675
4388,Walchand Peoplefirst Ltd.,501370
4389,Walchandnagar Industries Ltd.,507410
4390,Wall Street Finance Ltd.,511147
4391,Wallfort Financial Services Ltd.,532053
4392,Wanbury Ltd.,524212
4393,Warner Multimedia Ltd.,511690
4394,Warren Tea Ltd.-$,508494
4395,Waterbase Ltd.,523660
4396,Websol Energy System Ltd.,517498
4397,Weizmann Fincorp Ltd.,511074
4398,Weizmann Forex Ltd.,533452
4399,Weizmann Ltd.,523011
4400,Welcast Steels Ltd.,504988
4401,Welcure Drugs & Pharmaceuticals Ltd.,524661
4402,Wellesley Corporation Ltd.,532016
4403,Wellness Noni Ltd.,531211
4404,Welplace Portfolio And Financial Consultancy Services Ltd,539407
4405,Welspun Corp Limited,532144
4406,Welspun Enterprises Ltd,532553
4407,Welspun India Ltd.,514162
4408,Welspun Investments And Commercials Ltd.,533252
4409,Welterman International Ltd.,526431
4410,Wendt (india) Ltd.,505412
4411,Wep Solutions Ltd.,532373
4412,West Coast Paper Mills Ltd.,500444
4413,West Leisure Resorts Ltd,538382
4414,Western India Shipyard Ltd.,531217
4415,Westlife Development Ltd.,505533
4416,Wheel & Axle Textiles Ltd.,512297
4417,Wheels India Ltd.,590073
4418,Whirlpool Of India Ltd.,500238
4419,White Diamond Industries Ltd.,513713
4420,White Lion Asia Ltd.,511246
4421,Williamson Financial Services Ltd.,519214
4422,Williamson Magor & Company Ltd.,519224
4423,Wim Plast Ltd.-$,526586
4424,Windsor Machines Ltd.,522029
4425,Winro Commercial (india) Ltd.,512022
4426,Winsome Breweries Ltd.,526471
4427,Winsome Diamonds And Jewellery Ltd.,507892
4428,Winsome Textile Industries Ltd.-$,514470
4429,Winsome Yarns Ltd.,514348
4430,Wintac Ltd.,524758
4431,Winy Commercial & Fiscal Services Ltd,538873
4432,Wipro Ltd.,507685
4433,Wires & Fabriks (sa) Ltd.,507817
4434,Wisec Global Ltd.,511642
4435,Wockhardt Ltd.,532300
4436,Women Networks Ltd.,531396
4437,Womens Next Loungeries Ltd,538128
4438,Wonderla Holidays Ltd,538268
4439,Woodsvilla Ltd.,526959
4440,Worldwide Leather Exports Ltd.,526525
4441,Worth Investment & Trading Co Ltd,538451
4442,Wpil Ltd.,505872
4443,Wyeth Ltd.,500095
4444,Xchanging Solutions Ltd.,532616
4445,Xl Energy Ltd.,532788
4446,Xo Infotech Ltd.,532116
4447,Xpro India Ltd.,590013
4448,Yamini Investments Company Ltd.,511012
4449,Yantra Natural Resources Ltd.,531693
4450,Yarn Syndicate Ltd.,514378
4451,Yash Management & Satellite Ltd.,511601
4452,Yash Papers Ltd.-$,516030
4453,Yash Trading & Finance Ltd.,512345
4454,Yashraj Containeurs Ltd.,530063
4455,Yes Bank Ltd.,532648
4456,Ykm Industries Ltd.,531260
4457,Yogi Sung-won (india) Ltd.,522209
4458,Yogya Enterprises Ltd,539097
4459,York Exports Ltd.,530675
4460,Yuken India Ltd.-$,522108
4461,Yuranus Infrastructure Ltd,536846
4462,Yuvraaj Hygiene Products Ltd.,531663
4463,Yuvraj International Ltd.,512285
4464,Z.f.steering Gear (india) Ltd.-$,505163
4465,Zandu Realty Limited,506720
4466,Zee Entertainment Enterprises Ltd.,505537
4467,Zee Learn Ltd.,533287
4468,Zee Media Corporation Limited,532794
4469,Zen Technologies Ltd.,533339
4470,Zenith Birla (india) Ltd.-$,531845
4471,Zenith Capitals Ltd.,508900
4472,Zenith Computers Ltd.,517164
4473,Zenith Exports Ltd.,512553
4474,Zenith Fibres Ltd.-$,514266
4475,Zenith Health Care Ltd.,530665
4476,Zenith Infotech Ltd.,532298
4477,Zenotech Laboratories Ltd.,532039
4478,Zensar Technologies Ltd.,504067
4479,Zicom Electronic Security Systems Ltd.-$,531404
4480,Zodiac Clothing Co.ltd.,521163
4481,Zodiac Ventures Limited,503641
4482,Zodiac-jrd-mkj Ltd.,512587
4483,Zuari Agro Chemicals Ltd.,534742
4484,Zuari Global Ltd.,500780
4485,Zyden Gentec Ltd.,530091
4486,Zydus Wellness Ltd.-$,531335
4487,Zylog Systems Ltd.,532883
